OBJECTID;ACC_ID;ACC_ESTAT;ACC_CODI_NAT;ACC_GRAVETAT;ACC_DATA;ACC_HORA;ACC_DEMARCACIO;ACC_ZONA;ACC_CARRETERA;ACC_PK;ACC_POS_;ACC_MUNICIPI;ACC_NOM_CARRER;ACC_NUM_PORTAL;ACC_NOM_CARRER2;ACC_PK_;ACC_OFFSET_;ACC_X_;ACC_Y_;ACC_SCORE_;ACC_ADREÇA_NORMALITZADA_;ACC_CARRETERA_;ACC_PKFORMAT_;ACC_NOM_DIA_ACC;ACC_TIPUS_DIA_ACC;ACC_NUM_MORTS;ACC_NUM_MORTS_30DIES;ACC_NUM_VICTIMES_GREUS;ACC_NUM_VICTIMES_LLEUS;ACC_NUM_ILLESOS;ACC_NUM_UNITATS_IMPLI;ACC_TIPUS;ACC_TIPUS_VIA;ACC_NUM_PERS_IMPLI;ACC_ANY;ACC_DIASET;ACC_SUBZONA;ACC_TIPUS_POSICIONAMENT_;ACC_SUBTIPUS_ACCIDENT;ACC_NUM_VICTIMES;ACC_DEMARCACIO_ID;ACC_COMARCA_ID;ACC_COMARCA;ACC_SUPERFICIE;ACC_LLUMINOSITAT;ACC_BOIRA;ACC_VISIBILITAT;ACC_CIRCULACIO;ACC_CIRCULACIO_MESURES_ESP;ACC_AMB_FUGA;ACC_VENT;ACC_INFLUIT_CARACT_ENTORN;ACC_INFLUIT_FERM_CALCADA;ACC_INFLUIT_SOLCS_RASES;ACC_INFLUIT_OBJ_CALCADA;ACC_INFLUIT_LLUMINOSITAT;ACC_CLIMATOLOGIA;ACC_INFLUIT_ESTAT_CLIMA;ACC_INFLUIT_BOIRA;ACC_INFLUIT_VISIBILITAT;ACC_INFLUIT_CIRCULACIO;ACC_INFLUIT_MESU_ESP;ACC_POSICIO_VEHICLES_VIA;ACC_POSICIO_VEHICLES_CALCADA;ACC_POSICIO_VEHICLES_CARRIL;ACC_SENTIT_VEHICLES;ACC_COORD_GEO_IMPACTE;ACC_COORD_GEO_IMPACTE_X_;ACC_COORD_GEO_IMPACTE_Y_;ACC_CORRECCIO_MANUAL_DIBA_;ACC_INFORME_SIDAT;SHAPE;x;y
442;2023025782;Accidents tancats;002610/23/ARTMNORD;Accident lleu;d’agost 4, 2023;19.1;Barcelona;Carretera;BV-1485;4;3974;SAN FELIU DE CODINES;0;;99;3;978;432074;4617005;;;BV-1485;3+978;CapDeSetmana;div;0;0;0;2;1;3;Col.lisió de vehicles en marxa;Carretera convencional;3;2023;5;Carretera;Per Coordenades;Envestida (frontal lateral);2;8;41;Valles Oriental;Sec i net;De dia, dia clar;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0432074.15,4617005.69;432074;4617005;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023025782"" target=""_blank"">Informe SIDAT</a>";;432074;4617005
443;2023010729;Accidents tancats;000819/23/ARTMETROPO;Accident lleu;de març 22, 2023;12.35;Barcelona;Carretera;BV-2241;0;9683;SANT SADURNI D'ANOIA;0;;99;9;366;397864;4587338;;;BP-2151;9+366;Feiners;dill-dij;0;0;0;1;0;1;Bolcada a la calcada;Carretera convencional;1;2023;3;Carretera;Per Coordenades;Caiguda en la via;1;8;3;Alt Penedes;Relliscós;De dia, dia clar;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;Si;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0397864.74,4587338.15;397864;4587338;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023010729"" target=""_blank"">Informe SIDAT</a>";;397864;4587338
444;2023037942;Accidents tancats;003230/23/ARTCENTRAL;Accident lleu;de novembre 16, 2023;15.29;Barcelona;Carretera;C-16;85.9;85845;CASSERRES;0;;99;85;896;407512;4651049;;;C-16z;85+896;Feiners;dill-dij;0;0;0;2;0;2;Col.lisió de vehicles en marxa;Carretera convencional;2;2023;4;Carretera;Per Coordenades;Encalç;2;8;14;Bergueda;Sec i net;De dia, dia clar;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0407512.37,4651049.93;407512;4651049;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023037942"" target=""_blank"">Informe SIDAT</a>";;407512;4651049
445;2023036063;Accidents tancats;002986/23/ARTCENTRAL;Accident lleu;d’octubre 26, 2023;15.25;Barcelona;Carretera;BV-3008;3.5;3525;FONOLLOSA;0;;99;3;495;397756;4622936;;;BV-3008;3+495;Feiners;dill-dij;0;0;0;1;0;1;Sortida de la calcada sense especificar;Carretera convencional;1;2023;4;Carretera;Per Coordenades;Resta sortides de via;1;8;7;Bages;Sec i net;De dia, dia clar;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0397756.15,4622936.96;397756;4622936;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023036063"" target=""_blank"">Informe SIDAT</a>";;397756;4622936
446;2023010515;Accidents tancats;000728/23/ARTCENTRAL;Accident lleu;de març 21, 2023;18.18;Barcelona;Carretera;BV-5306;4;4090;MALLA;0;;99;4;63;437672;4636832;;;BV-5306;4+63;Feiners;dill-dij;0;0;0;1;2;2;Col.lisió de vehicles en marxa;Carretera convencional;3;2023;2;Carretera;Per Coordenades;Fregament o col·lisió lateral;1;8;24;Osona;Sec i net;De dia, dia clar;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0437672.31,4636832.68;437672;4636832;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023010515"" target=""_blank"">Informe SIDAT</a>";;437672;4636832
447;2023008054;Accidents tancats;000442/23/ARTCENTRAL;Accident lleu;de febrer 16, 2023;21.19;Barcelona;Carretera;C-1413B;19.2;19164;BELANYA;0;;99;19;198;435947;4629064;;;C-1413b;19+198;Feiners;dill-dij;0;0;0;1;1;1;Bolcada a la calcada;Carretera convencional;2;2023;4;Carretera;Per Coordenades;Caiguda en la via;1;8;24;Osona;Sec i net;De nit, il·luminació artificial suficient;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0435947.25,4629064.68;435947;4629064;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023008054"" target=""_blank"">Informe SIDAT</a>";;435947;4629064
448;2023032613;Accidents tancats;002725/23/ARTCENTRAL;Accident lleu;d’octubre 2, 2023;18.47;Barcelona;Zona urbana;SE;;3903;SEVA;0;;99;3;902;436546;4632840;;;BV-5303;3+902;Feiners;dill-dij;0;0;0;1;1;2;Col.lisió de vehicles en marxa;Via urbana( inclou carrer i carrer residencial);2;2023;1;Zona urbana;Per Coordenades;Envestida (frontal lateral);1;8;24;Osona;Sec i net;De dia, dia clar;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;Si;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0436546.28,4632840.68;436546;4632840;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023032613"" target=""_blank"">Informe SIDAT</a>";;436546;4632840
449;2023017256;Accidents tancats;001265/23/ARTCENTRAL;Accident lleu;de maig 10, 2023;20.45;Barcelona;Zona urbana;BV-1221;34.5;34289;NAVARCLES;0;;99;34;590;408911;4622687;;;BV-1221;34+590;Feiners;dill-dij;0;0;0;2;1;3;Atropellament;Carretera convencional;3;2023;3;Travessera;Per Coordenades;Atropellament;2;8;7;Bages;Sec i net;De dia, dia clar;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0408911.01,4622687.01;408911;4622687;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023017256"" target=""_blank"">Informe SIDAT</a>";;408911;4622687
450;2023023019;Accidents tancats;001830/23/ARTCENTRAL;Accident lleu;de juliol 2, 2023;0.43;Barcelona;Carretera;N-141D;4.6;4661;FOLGUEROLES;0;;99;4;568;442774;4642865;;;N-141d;4+568;CapDeSetmana;dg;0;0;0;4;0;1;Sortida de la calcada sense especificar;Carretera convencional;4;2023;7;Carretera;Per Coordenades;Resta sortides de via;4;8;24;Osona;Sec i net;De nit, il·luminació artificial suficient;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0442774.37,4642865.65;442774;4642865;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023023019"" target=""_blank"">Informe SIDAT</a>";;442774;4642865
451;2023025454;Accidents tancats;002554/23/ARTMNORD;Accident greu;de juliol 30, 2023;17.15;Barcelona;Carretera;BV-5114;2.4;2309;SANT CELONI;0;;NA;2;399;456149;4617093;;;BV-5114;2+399;CapDeSetmana;dg;0;0;1;1;0;1;Sortida de la calcada sense especificar;Carretera convencional;2;2023;7;Carretera;Per Coordenades;Resta sortides de via;2;8;41;Valles Oriental;Sec i net;De dia, dia clar;No n'hi ha;Sense especificar;Circulació fluïda;No n'hi ha;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0456149.19,4617093.51;456149;4617093;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023025454"" target=""_blank"">Informe SIDAT</a>";;456149;4617093
452;2023021547;Accidents tancats;001665/23/ARTCENTRAL;Accident lleu;de juny 14, 2023;20.08;Barcelona;Carretera;BV-1212;4.5;4426;CASTELLBELL I EL VIL;0;;99;4;569;407618;4607766;;;BV-1212;4+569;Feiners;dill-dij;0;0;0;3;0;3;Col.lisió de vehicles en marxa;Carretera convencional;3;2023;3;Carretera;Per Coordenades;Envestida (frontal lateral);3;8;7;Bages;Sec i net;De dia, dia clar;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0407618.05,4607766.87;407618;4607766;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023021547"" target=""_blank"">Informe SIDAT</a>";;407618;4607766
453;2023007313;Accidents tancats;000483/23/ARTCENTRAL;Accident lleu;de febrer 22, 2023;14.31;Barcelona;Carretera;BV-4601;7.8;7818;GURB;0;;99;7;782;433619;4647870;;;BV-4601;7+782;Feiners;dill-dij;0;0;0;1;0;1;Bolcada a la calcada;Carretera convencional;1;2023;3;Carretera;Per Coordenades;Caiguda en la via;1;8;24;Osona;Sec i net;De dia, dia clar;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0433619.39,4647870.73;433619;4647870;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023007313"" target=""_blank"">Informe SIDAT</a>";;433619;4647870
454;2023006221;Accidents tancats;000503/23/ARTMNORD;Accident lleu;de febrer 11, 2023;15.07;Barcelona;Carretera;BV-5114;7.8;7733;FOGARS DE MONTCLUS;0;;99;7;793;454832;4619981;;;BV-5114;7+793;CapDeSetmana;dis;0;0;0;2;1;2;Bolcada a la calcada;Carretera convencional;3;2023;6;Carretera;Per Coordenades;Caiguda en la via;2;8;41;Valles Oriental;Sec i net;De dia, dia clar;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0454832.21,4619981.53;454832;4619981;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023006221"" target=""_blank"">Informe SIDAT</a>";;454832;4619981
455;2023012199;Accidents tancats;001055/23/ARTMNORD;Accident lleu;de març 31, 2023;14.52;Barcelona;Carretera;BV-5001;16;16006;MONTORNES DEL VALLES;0;;99;15;1011;437179;4599366;;;BV-5001;15+1011;Feiners;div;0;0;0;1;2;2;Bolcada a la calcada;Carretera convencional;3;2023;5;Carretera;Per Coordenades;Caiguda en la via;1;8;41;Valles Oriental;Sec i net;De dia, dia clar;No n'hi ha;NA;NA;NA;Si;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0437179.03,4599366.63;437179;4599366;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023012199"" target=""_blank"">Informe SIDAT</a>";;437179;4599366
456;2023006014;Accidents tancats;000484/23/ARTMNORD;Accident lleu;de febrer 9, 2023;17.33;Barcelona;Carretera;C-16;7.8;8885;SANT CUGAT DEL VALLES;0;;99;8;890;422346;4588204;;;BV-1462;8+890;Feiners;dill-dij;0;0;0;1;0;1;Col.lisió d'un vehicle contra un obstacle de la calcada;Carretera convencional;1;2023;4;Carretera;Per Coordenades;Xoc amb animal a la calçada;1;8;40;Valles Occidental;Sec i net;De dia, dia fosc;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0422346.92,4588204.72;422346;4588204;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023006014"" target=""_blank"">Informe SIDAT</a>";;422346;4588204
457;2023000971;Accidents tancats;000081/23/ARTMNORD;Accident lleu;de gener 7, 2023;13.51;Barcelona;Carretera;BP-1432;25.8;25764;BIGUES I RIELLS;0;;99;25;815;435389;4613294;;;BP-1432;25+815;CapDeSetmana;dis;0;0;0;2;1;2;Col.lisió de vehicles en marxa;Carretera convencional;3;2023;6;Carretera;Per Coordenades;Encalç;2;8;41;Valles Oriental;Sec i net;De dia, dia clar;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0435389.13,4613294.66;435389;4613294;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023000971"" target=""_blank"">Informe SIDAT</a>";;435389;4613294
458;2023032011;Accidents tancats;002305/23/ARTMETROPO;Accident lleu;d’agost 20, 2023;0.34;Barcelona;Carretera;BV-2249;1.6;1617;GELIDA;0;;99;1;517;404684;4588814;;;BV-2249;1+517;CapDeSetmana;dg;0;0;0;1;0;1;Bolcada a la calcada;Carretera convencional;1;2023;7;Carretera;Per Coordenades;Caiguda en la via;1;8;3;Alt Penedes;Sec i net;De nit, sense llum artificial;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0404684.90,4588814.86;404684;4588814;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023032011"" target=""_blank"">Informe SIDAT</a>";;404684;4588814
459;2023043196;Accidents tancats;003374/23/ARTMETROPO;Accident lleu;de desembre 2, 2023;8.36;Barcelona;Carretera;C-246a;39.2;39208;SITGES;0;;99;39;211;397608;4565586;;;C-246a;39+211;CapDeSetmana;dis;0;0;0;1;1;2;Col.lisió de vehicles en marxa;Carretera convencional;2;2023;6;Carretera;Per Coordenades;Encalç;1;8;17;Garraf;Sec i net;De dia, dia clar;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0397608.71,4565586.88;397608;4565586;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023043196"" target=""_blank"">Informe SIDAT</a>";;397608;4565586
460;2023037078;Accidents tancats;003109/23/ARTMETROPO;Accident lleu;de novembre 8, 2023;22.21;Barcelona;Carretera;BV-2122;0.5;496;SANT MARTI SARROCA;0;;99;0;469;382579;4582636;;;BV-2122;0+469;Feiners;dill-dij;0;0;0;1;0;1;Sortida de la calcada sense especificar;Carretera convencional;1;2023;3;Carretera;Per Coordenades;Resta sortides de via;1;8;3;Alt Penedes;Sec i net;De nit, sense llum artificial;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0382579.82,4582636.02;382579;4582636;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023037078"" target=""_blank"">Informe SIDAT</a>";;382579;4582636
461;2023016097;Accidents tancats;001168/23/ARTCENTRAL;Accident lleu;d’abril 30, 2023;20.57;Barcelona;Carretera;BV-3002;5.3;5306;SANT MATEU DE BAGES;0;;99;5;305;389920;4632932;;;BV-3002;5+305;CapDeSetmana;dg;0;0;0;2;0;2;Col.lisió de vehicles en marxa;Carretera convencional;2;2023;7;Carretera;Per Coordenades;Col·lisió frontal;2;8;7;Bages;Mullat;De nit, sense llum artificial;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0389920.21,4632932.04;389920;4632932;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023016097"" target=""_blank"">Informe SIDAT</a>";;389920;4632932
462;2023005495;Accidents tancats;000359/23/ARTMETROPO;Accident lleu;de febrer 6, 2023;20.01;Barcelona;Carretera;C-246a;48.2;48312;VILANOVA I LA GELTRU;0;;99;48;306;389975;4562824;;;C-246a;48+306;Feiners;dill-dij;0;0;0;2;2;2;Col.lisió de vehicles en marxa;Carretera convencional;4;2023;1;Carretera;Per Coordenades;Encalç;2;8;17;Garraf;Sec i net;De nit, sense llum artificial;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;Si;No;No;NA;NA;NA;NA;0389975.68,4562824.93;389975;4562824;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023005495"" target=""_blank"">Informe SIDAT</a>";;389975;4562824
463;2023041248;Accidents tancats;004224/23/ARTMNORD;Accident lleu;de desembre 12, 2023;12.4;Barcelona;Carretera;BV-5122;0.6;600;TORDERA;0;;99;0;599;475899;4616713;;;BV-5122;0+599;Feiners;dill-dij;0;0;0;1;2;2;Col.lisió de vehicles en marxa;Carretera convencional;3;2023;2;Carretera;Per Coordenades;Fregament o col·lisió lateral;1;8;21;Maresme;Sec i net;De dia, dia clar;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0475899.22,4616713.36;475899;4616713;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023041248"" target=""_blank"">Informe SIDAT</a>";;475899;4616713
464;2023022420;Accidents tancats;002112/23/ARTMNORD;Accident lleu;de juny 24, 2023;4.31;Barcelona;Carretera;B-142;4.8;4788;POLINYA;0;;99;4;788;429475;4602379;;;B-142;4+788;CapDeSetmana;dis;0;0;0;1;1;1;Sortida de la calcada sense especificar;Carretera convencional;2;2023;6;Carretera;Per Coordenades;Resta sortides de via;1;8;40;Valles Occidental;Sec i net;De nit, sense llum artificial;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0429475.04,4602379.69;429475;4602379;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023022420"" target=""_blank"">Informe SIDAT</a>";;429475;4602379
465;2023031538;Accidents tancats;002632/23/ARTMETROPO;Accident lleu;de setembre 23, 2023;16.28;Barcelona;Carretera;BV-2111;8.1;8145;SANT PERE DE RIBES;0;;99;8;94;398482;4570032;;;BV-2111;8+94;CapDeSetmana;dis;0;0;0;3;0;2;Col.lisió de vehicles en marxa;Carretera convencional;3;2023;6;Carretera;Per Coordenades;Col·lisió frontal;3;8;17;Garraf;Sec i net;De dia, dia clar;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0398482.75,4570032.88;398482;4570032;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023031538"" target=""_blank"">Informe SIDAT</a>";;398482;4570032
466;2023033109;Accidents tancats;002806/23/ARTCENTRAL;Accident lleu;d’octubre 10, 2023;4.34;Barcelona;Carretera;BV-1225;5.3;4934;MANRESA;0;;99;5;286;405909;4617831;;;BV-1225;5+286;Feiners;dill-dij;0;0;0;1;0;1;Sortida de la calcada sense especificar;Carretera convencional;1;2023;2;Carretera;Per Coordenades;Resta sortides de via;1;8;7;Bages;Sec i net;De nit, sense llum artificial;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0405909.12,4617831.89;405909;4617831;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023033109"" target=""_blank"">Informe SIDAT</a>";;405909;4617831
467;2023012717;Accidents tancats;000973/23/ARTMETROPO;Accident lleu;d’abril 6, 2023;9.44;Barcelona;Carretera;BV-2111;7;7048;SANT PERE DE RIBES;0;;99;7;42;398280;4569096;;;BV-2111;7+42;Feiners;dill-dij;0;0;0;2;1;3;Col.lisió de vehicles en marxa;Carretera convencional;3;2023;4;Carretera;Per Coordenades;Fregament o col·lisió lateral;2;8;17;Garraf;Sec i net;De dia, dia clar;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0398280.74,4569096.88;398280;4569096;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023012717"" target=""_blank"">Informe SIDAT</a>";;398280;4569096
468;2023027507;Accidents tancats;002243/23/ARTMETROPO;Accident lleu;d’agost 11, 2023;17.56;Barcelona;Carretera;BV-2127;3.4;3047;VILOBI DEL PENEDES;0;;99;3;412;390046;4581245;;;BV-2127;3+412;CapDeSetmana;div;0;0;0;1;1;1;Sortida de la calcada sense especificar;Carretera convencional;2;2023;5;Carretera;Per Coordenades;Resta sortides de via;1;8;3;Alt Penedes;Sec i net;De dia, dia clar;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0390046.82,4581245.96;390046;4581245;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023027507"" target=""_blank"">Informe SIDAT</a>";;390046;4581245
469;2023037943;Accidents tancats;003231/23/ARTCENTRAL;Accident lleu;de novembre 16, 2023;16.11;Barcelona;Carretera;C-16;85.9;85845;CASSERRES;0;;99;85;896;407512;4651049;;;C-16z;85+896;Feiners;dill-dij;0;0;0;2;0;2;Col.lisió de vehicles en marxa;Carretera convencional;2;2023;4;Carretera;Per Coordenades;Encalç;2;8;14;Bergueda;Sec i net;De dia, dia clar;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0407512.37,4651049.93;407512;4651049;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023037943"" target=""_blank"">Informe SIDAT</a>";;407512;4651049
470;2023018196;Accidents tancats;001415/23/ARTMETROPO;Accident lleu;de maig 19, 2023;21.28;Barcelona;Carretera;BV-2304;1;990;MEDIONA;0;;99;1;2;389098;4593319;;;BV-2304;1+2;CapDeSetmana;div;0;0;0;1;0;1;Sortida de la calcada sense especificar;Carretera convencional;1;2023;5;Carretera;Per Coordenades;Resta sortides de via;1;8;3;Alt Penedes;Mullat;De nit, sense llum artificial;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Pluja dèbil;No;No;No;No;No;NA;NA;NA;NA;0389098.91,4593319.98;389098;4593319;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023018196"" target=""_blank"">Informe SIDAT</a>";;389098;4593319
471;2023014999;Accidents tancats;001148/23/ARTMETROPO;Accident lleu;d’abril 23, 2023;12.5;Barcelona;Carretera;BP-2126;10;9978;FONT-RUBI;0;;99;10;9;386038;4586395;;;BP-2126;10+9;CapDeSetmana;dg;0;0;0;1;0;1;Bolcada a la calcada;Carretera convencional;1;2023;7;Carretera;Per Coordenades;Caiguda en la via;1;8;3;Alt Penedes;Relliscós;De dia, dia clar;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0386038.85,4586395.00;386038;4586395;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023014999"" target=""_blank"">Informe SIDAT</a>";;386038;4586395
472;2023001799;Accidents tancats;000113/23/ARTMETROPO;Accident lleu;de gener 12, 2023;8.57;Barcelona;Carretera;BV-2111;10.5;10528;OLIVELLA;0;;99;10;490;397553;4571656;;;BV-2111;10+490;Feiners;dill-dij;0;0;0;1;1;2;Bolcada a la calcada;Carretera convencional;2;2023;4;Carretera;Per Coordenades;Caiguda en la via;1;8;17;Garraf;Sec i net;De dia, dia clar;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0397553.76,4571656.89;397553;4571656;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023001799"" target=""_blank"">Informe SIDAT</a>";;397553;4571656
473;2023041374;Accidents tancats;003567/23/ARTCENTRAL;Accident lleu;de desembre 16, 2023;10.28;Barcelona;Carretera;BV-1221;27.7;27398;TALAMANCA;0;;99;27;678;412523;4621218;;;BV-1221;27+678;CapDeSetmana;dis;0;0;0;1;0;1;Sortida de la calcada sense especificar;Carretera convencional;1;2023;6;Carretera;Per Coordenades;Resta sortides de via;1;8;7;Bages;Mullat;De dia, dia clar;No n'hi ha;NA;NA;NA;No;Calma, vent molt suau;No;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;0412523.16,4621218.85;412523;4621218;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023041374"" target=""_blank"">Informe SIDAT</a>";;412523;4621218
474;2024002629;Accidents tancats;00144/23/08263;Accident lleu;de desembre 12, 2023;7.19;Barcelona;Zona urbana;BV-2005;0.5;510.544278;SANT VICENC DELS HORTS;BV-;20050,5;;0;500;417276.96975827;4582022.71607053;;;BV-2005;0+500;Feiners;dill-dij;0;0;0;1;1;2;Col.lisió de vehicles en marxa;Via urbana( inclou carrer i carrer residencial);2;2023;2;Travessera;Per Carretera i PK;Encalç;1;8;11;Baix Llobregat;Sec i net;De nit, il·luminació artificial suficient;No n'hi ha;Sense especificar;Sense especificar;No n'hi ha;No;Calma, vent molt suau;Sense especificar;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;77;;;Sí;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2024002629"" target=""_blank"">Informe SIDAT</a>";;417276.9698000001;4582022.7161
475;2023002621;Accidents tancats;00001/23/08029;Accident lleu;de gener 2, 2023;10.34;Barcelona;Zona urbana;B-502;1.7;1795.9553;CABRERA DE MAR;;;;1;700;449924.02810925;4596681.272087;;;B-502;1+700;Feiners;dill-dij;0;0;0;1;0;1;Col.lisió d'un vehicle contra un obstacle de la calcada;Carretera convencional;1;2023;1;Travessera;Per Carretera i PK;Xoc contra objecte/obstacle sense sortida prèvia de via;1;8;21;Maresme;Sec i net;De dia, dia clar;No n'hi ha;Sense especificar;Sense especificar;No n'hi ha;No;Calma, vent molt suau;Sense especificar;No;No;No;No;Bon temps;No;No;No;No;No;NA;NA;NA;NA;77;;;No;"<a href=""http://sidat.gencat.cat/informe_accident.html?id=2023002621"" target=""_blank"">Informe SIDAT</a>";;449924.02809999976;4596681.2721
